InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541286,22548,HEADS AND TAILS SPORTING FUN,2,1/17/2011 13:08,1.25,13982.0,United Kingdom
522598,22227,"DECORATION, HANGING HEART+MIRROR ",24,9/15/2010 13:29,0.65,13126.0,United Kingdom
537468,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,12/7/2010 10:36,1.49,12567.0,France
574258,85032C,CURIOUS IMAGES GIFT WRAP SET,1,11/3/2011 13:50,0.65,16891.0,United Kingdom
560925,22752,SET 7 BABUSHKA NESTING BOXES,24,7/22/2011 9:02,7.65,15061.0,United Kingdom
501425,85041,SET/4 PINK ORCHID CANDLES IN BOWL,1,3/16/2010 12:00,1.65,17774.0,United Kingdom
536042,22968,ROSE COTTAGE KEEPSAKE BOX ,1,11/29/2010 17:35,9.95,13955.0,United Kingdom
491686,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,12/13/2009 12:50,2.95,17920.0,United Kingdom
498340,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2/18/2010 11:00,9.95,16143.0,United Kingdom
574034,22196,SMALL HEART MEASURING SPOONS,1,11/2/2011 12:45,0.85,17841.0,United Kingdom
522148,21035,SET/2 RED SPOTTY TEA TOWELS ,6,9/13/2010 10:40,2.95,13613.0,United Kingdom
517354,21684,SMALL MEDINA STAMPED METAL BOWL ,12,7/28/2010 14:54,0.85,15555.0,United Kingdom
497939,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2/15/2010 10:56,2.95,17091.0,United Kingdom
543555,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2/10/2011 10:18,1.25,17686.0,United Kingdom
548612,22499,WOODEN UNION JACK BUNTING,3,4/1/2011 11:34,5.95,13137.0,United Kingdom
524118,85199L,LARGE HANGING IVORY & RED WOOD BIRD,72,9/27/2010 13:58,0.65,15123.0,United Kingdom
556248,22961,JAM MAKING SET PRINTED,24,6/9/2011 16:33,1.45,15681.0,United Kingdom
525854,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,10/7/2010 12:51,0.85,13567.0,United Kingdom
531279,48129,DOORMAT TOPIARY,4,11/7/2010 11:54,7.95,17525.0,United Kingdom
570224,22208,WOOD STAMP SET THANK YOU,6,10/9/2011 13:15,0.83,16931.0,United Kingdom
545303,22282,12 EGG HOUSE PAINTED WOOD,2,3/1/2011 12:48,12.75,15319.0,United Kingdom
495183,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,1/21/2010 13:48,3.75,15296.0,United Kingdom
551439,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,4/28/2011 15:26,14.95,14758.0,United Kingdom
518411,35241,ENAMEL BLUE RIM BISCUIT BIN,1,8/8/2010 14:51,4.95,14575.0,United Kingdom
552532,21917,SET 12 KIDS  WHITE CHALK STICKS,24,5/10/2011 9:39,0.42,15615.0,United Kingdom
540453,22819,"BIRTHDAY CARD, RETRO SPOT",12,1/7/2011 11:54,0.42,13426.0,United Kingdom
555541,22841,ROUND CAKE TIN VINTAGE GREEN,2,6/5/2011 12:51,7.95,16883.0,United Kingdom
578233,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,11/23/2011 12:20,0.42,14049.0,United Kingdom
579712,22594,CHRISTMAS GINGHAM TREE,6,11/30/2011 14:17,0.85,15467.0,United Kingdom
560385,22508,DOORSTOP RETROSPOT HEART,1,7/18/2011 12:53,3.75,14583.0,United Kingdom
516287,22201,FRYING PAN BLUE POLKADOT ,4,7/19/2010 12:53,4.25,13081.0,United Kingdom
558862,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,7/4/2011 12:25,3.75,13901.0,United Kingdom
562156,21158,MOODY GIRL DOOR HANGER ,24,8/3/2011 11:35,0.39,14401.0,United Kingdom
499897,85230A,OPIUM SCENTED VOTIVE CANDLE,48,3/3/2010 11:53,0.21,14298.0,United Kingdom
537225,22926,IVORY GIANT GARDEN THERMOMETER,1,12/5/2010 16:41,5.95,12748.0,United Kingdom
557468,22029,SPACEBOY BIRTHDAY CARD,12,6/20/2011 13:14,0.42,16713.0,United Kingdom
577615,22752,SET 7 BABUSHKA NESTING BOXES,2,11/21/2011 10:22,8.5,12658.0,Germany
519404,20665,RED SPOTTY PURSE ,12,8/17/2010 8:56,2.95,14646.0,Netherlands
498935,22210,WOOD STAMP SET BEST WISHES,12,2/24/2010 10:42,1.65,14911.0,EIRE
570225,23367,SET 12 COLOUR PENCILS SPACEBOY ,3,10/9/2011 13:15,0.65,16595.0,United Kingdom
550464,21239,PINK  POLKADOT CUP,8,4/18/2011 13:30,0.85,16550.0,United Kingdom
568558,22798,ANTIQUE GLASS DRESSING TABLE POT,3,9/27/2011 16:28,2.95,16354.0,United Kingdom
568346,21985,PACK OF 12 HEARTS DESIGN TISSUES ,11,9/26/2011 15:28,0.83,14096.0,United Kingdom
566094,85024B,EAU DE NILE JEWELLED PHOTOFRAME,2,9/9/2011 10:42,1.65,17965.0,United Kingdom
508755,22446,PIN CUSHION RUSSIAN DOLL PINK,1,5/18/2010 11:53,3.35,12835.0,United Kingdom
501855,22423,REGENCY CAKESTAND 3 TIER,6,3/21/2010 11:16,12.75,17526.0,United Kingdom
563706,22294,HEART FILIGREE DOVE  SMALL,24,8/18/2011 14:48,1.25,14189.0,United Kingdom
554465,22377,BOTTLE BAG RETROSPOT ,10,5/24/2011 12:36,2.1,13534.0,United Kingdom
490135,85180A,RED HEARTS LIGHT CHAIN ,3,12/3/2009 18:51,4.65,16003.0,United Kingdom
562616,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,8/8/2011 12:28,0.55,14748.0,United Kingdom
504341,17090A,LAVENDER INCENSE 40 CONES IN TIN,6,4/12/2010 17:23,1.25,17048.0,United Kingdom
568327,23188,VINTAGE  2 METER FOLDING RULER,12,9/26/2011 14:02,1.65,15492.0,United Kingdom
500576,21535,RETRO SPOT SMALL MILK JUG,6,3/8/2010 16:53,2.55,17438.0,United Kingdom
533355,21479,WHITE SKULL HOT WATER BOTTLE ,24,11/17/2010 10:03,3.39,14646.0,Netherlands
554651,23110,PARISIENNE KEY CABINET ,2,5/25/2011 12:55,5.75,12779.0,Poland
570103,82494L,WOODEN FRAME ANTIQUE WHITE ,1,10/7/2011 12:18,2.95,15719.0,United Kingdom
525091,22945,CHRISTMAS METAL TAGS ASSORTED ,12,10/4/2010 9:06,0.85,16817.0,United Kingdom
518779,21564,PINK  HEART SHAPE LOVE BUCKET ,3,8/11/2010 16:14,2.95,14606.0,United Kingdom
493814,21121,SET/10 RED SPOTTY PARTY CANDLES,1,1/7/2010 11:59,1.25,14541.0,United Kingdom
509441,21231,SWEETHEART CERAMIC TRINKET BOX,4,5/23/2010 15:52,1.25,16794.0,United Kingdom
540005,22699,ROSES REGENCY TEACUP AND SAUCER ,1,1/4/2011 10:38,2.95,17315.0,United Kingdom
490288,85175,CACTI T-LIGHT CANDLES,16,12/4/2009 13:00,0.42,17157.0,United Kingdom
541122,22333,RETROSPOT PARTY BAG + STICKER SET,8,1/14/2011 9:23,1.65,12708.0,Germany
547070,22477,WATERING CAN GARDEN MARKER,4,3/20/2011 13:58,1.25,16115.0,United Kingdom
549571,21671,RED SPOT CERAMIC DRAWER KNOB,12,4/10/2011 15:25,1.25,15655.0,United Kingdom
539455,21329,DINOSAURS  WRITING SET ,1,12/17/2010 17:17,1.65,12748.0,United Kingdom
523929,22747,POPPY'S PLAYHOUSE BATHROOM,300,9/24/2010 16:50,1.85,14646.0,Netherlands
516266,22551,PLASTERS IN TIN SPACEBOY,3,7/19/2010 12:13,1.65,15967.0,United Kingdom
520353,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,8/25/2010 13:29,1.45,17746.0,United Kingdom
509974,48138,DOOR MAT UNION FLAG,2,5/26/2010 13:38,7.49,14938.0,Channel Islands
543470,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2/8/2011 14:58,1.25,16951.0,United Kingdom
522086,22582,PACK OF 6 SWEETIE GIFT BOXES,6,9/12/2010 12:00,2.55,16042.0,United Kingdom
491812,20866,BLUE ROSE FABRIC MIRROR,240,12/14/2009 13:23,0.38,13694.0,United Kingdom
516949,22656,VINTAGE BLUE KITCHEN CABINET,1,7/25/2010 15:32,295.0,16556.0,United Kingdom
545037,48129,DOORMAT TOPIARY,2,2/27/2011 10:02,7.95,14532.0,United Kingdom
504741,21088,SET/6 FRUIT SALAD PAPER CUPS,3,4/16/2010 11:33,0.65,15716.0,United Kingdom
561662,48185,DOORMAT FAIRY CAKE,10,7/28/2011 16:28,6.75,12407.0,Belgium
532994,22502,PICNIC BASKET WICKER SMALL,1,11/15/2010 14:30,5.95,16933.0,United Kingdom
563614,22946,WOODEN ADVENT CALENDAR CREAM,60,8/18/2011 8:51,12.75,12415.0,Australia
521186,22296,HEART IVORY TRELLIS LARGE,12,9/2/2010 16:39,1.65,14908.0,United Kingdom
536800,22960,JAM MAKING SET WITH JARS,6,12/2/2010 16:12,4.25,14829.0,United Kingdom
502811,22284,HEN HOUSE DECORATION,12,3/28/2010 10:13,1.65,17243.0,United Kingdom
499405,22035,VINTAGE CARAVAN GREETING CARD ,12,2/26/2010 14:35,0.42,14739.0,United Kingdom
569846,22150,3 STRIPEY MICE FELTCRAFT,12,10/6/2011 13:42,1.95,13422.0,United Kingdom
523924,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,9/24/2010 16:36,3.39,14031.0,United Kingdom
522586,21202,DOLLY HONEYCOMB GARLAND,1,9/15/2010 12:29,1.65,17403.0,United Kingdom
542388,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/27/2011 14:45,2.95,14239.0,United Kingdom
551558,21558,SKULL LUNCH BOX WITH CUTLERY ,2,5/3/2011 10:41,2.55,17841.0,United Kingdom
559815,23297,SET 40 HEART SHAPE PETIT FOUR CASES,240,7/12/2011 15:56,1.45,15251.0,United Kingdom
544463,35913B,WHITE/PINK CHICK EASTER DECORATION,1,2/20/2011 14:31,0.85,12988.0,United Kingdom
535400,22522,CHILDS GARDEN FORK BLUE ,1,11/26/2010 11:08,0.85,15550.0,United Kingdom
503452,21911,GARDEN METAL SIGN ,12,4/1/2010 11:48,1.65,16347.0,United Kingdom
581146,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,12/7/2011 13:53,9.95,17602.0,United Kingdom
505965,22548,HEADS AND TAILS SPORTING FUN,3,4/26/2010 15:43,1.25,16242.0,United Kingdom
574328,21621,VINTAGE UNION JACK BUNTING,6,11/4/2011 9:05,8.5,13081.0,United Kingdom
579147,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,11/28/2011 13:20,3.75,13263.0,United Kingdom
523012,20869,GOLD FABRIC MIRROR,12,9/20/2010 10:08,1.25,17163.0,United Kingdom
574740,20676,RED RETROSPOT BOWL,72,11/6/2011 16:07,1.06,12357.0,Switzerland
513809,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,6/29/2010 9:28,0.85,12682.0,France
514661,22611,VINTAGE UNION JACK SHOPPING BAG,4,7/5/2010 12:50,4.95,14701.0,United Kingdom
505964,21257,VICTORIAN SEWING BOX MEDIUM,2,4/26/2010 15:30,7.95,13015.0,United Kingdom
548351,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,3/30/2011 14:51,3.25,13001.0,United Kingdom
537160,21811,CHRISTMAS HANGING HEART WITH BELL,10,12/5/2010 13:18,1.25,14161.0,United Kingdom
507382,22467,GUMBALL COAT RACK,6,5/9/2010 11:56,2.55,14110.0,United Kingdom
506168,22444,GROW YOUR OWN PLANT IN A CAN ,24,4/28/2010 10:02,1.25,13958.0,United Kingdom
549568,82551,LAUNDRY 15C METAL SIGN,24,4/10/2011 15:09,1.45,15665.0,United Kingdom
524139,22816,CARD MOTORBIKE SANTA,12,9/27/2010 14:45,0.42,14911.0,EIRE
578119,22367,CHILDRENS APRON SPACEBOY DESIGN,8,11/23/2011 10:09,1.95,17769.0,United Kingdom
515409,22262,FELT EGG COSY CHICKEN,48,7/12/2010 12:24,0.85,16701.0,United Kingdom
503978,20914,SET/5 RED SPOTTY LID GLASS BOWLS,4,4/8/2010 19:39,2.95,13291.0,United Kingdom
496944,21777,RECIPE BOX WITH METAL HEART,1,2/4/2010 17:29,7.95,14606.0,United Kingdom
517043,85099B,JUMBO BAG RED RETROSPOT,30,7/26/2010 11:53,1.95,15615.0,United Kingdom
570243,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,10/9/2011 15:47,2.95,15606.0,United Kingdom
575950,22572,ROCKING HORSE GREEN CHRISTMAS ,48,11/13/2011 11:53,0.85,16983.0,United Kingdom
490154,85049H,URBAN BLACK RIBBONS ,1,12/4/2009 10:18,1.25,16335.0,United Kingdom
559151,22605,WOODEN CROQUET GARDEN SET,6,7/6/2011 15:02,12.75,17389.0,United Kingdom
534832,22073,RED RETROSPOT STORAGE JAR,4,11/24/2010 13:03,3.75,15279.0,United Kingdom
549568,84992,72 SWEETHEART FAIRY CAKE CASES,24,4/10/2011 15:09,0.55,15665.0,United Kingdom
576555,23293,SET OF 12 FAIRY CAKE BAKING CASES,32,11/15/2011 13:01,0.83,17861.0,United Kingdom
532969,22619,SET OF 6 SOLDIER SKITTLES,1,11/15/2010 13:04,3.75,17992.0,United Kingdom
569230,23103,JINGLE BELL HEART DECORATION,3,10/2/2011 15:07,1.65,16533.0,United Kingdom
552259,21174,POTTERING IN THE SHED METAL SIGN,6,5/8/2011 11:13,2.08,15796.0,United Kingdom
580133,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,12/1/2011 18:43,2.95,15531.0,United Kingdom
561519,21888,BINGO SET,1,7/27/2011 17:01,3.75,17870.0,United Kingdom
497958,84050,PINK HEART SHAPE EGG FRYING PAN,5,2/15/2010 13:20,1.65,14680.0,United Kingdom
525772,16237,SLEEPING CAT ERASERS,3,10/7/2010 11:12,0.21,12748.0,United Kingdom
562106,21220,SET/4 BADGES DOGS,1,8/2/2011 15:19,1.25,14076.0,United Kingdom
558871,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,7/4/2011 13:19,3.75,12557.0,Spain
491401,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,12/10/2009 17:14,0.55,18276.0,United Kingdom
533799,22356,CHARLOTTE BAG PINK POLKADOT,10,11/18/2010 19:14,0.85,12759.0,Netherlands
566195,22652,TRAVEL SEWING KIT,10,9/9/2011 13:44,1.65,12433.0,Norway
534722,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,11/23/2010 18:12,9.95,13468.0,United Kingdom
521568,22386,JUMBO BAG PINK WITH WHITE SPOTS,200,9/7/2010 10:59,1.65,17511.0,United Kingdom
506442,21905,MORE BUTTER METAL SIGN ,2,4/29/2010 16:45,2.1,16520.0,United Kingdom
526243,21352,EUCALYPTUS & PINECONE  WREATH,12,10/11/2010 9:35,1.95,13873.0,United Kingdom
500267,22380,TOY TIDY SPACEBOY  ,5,3/5/2010 14:39,2.1,15978.0,United Kingdom
561894,22908,PACK OF 20 NAPKINS RED APPLES,2,7/31/2011 15:00,0.85,14456.0,United Kingdom
515183,21982,PACK OF 12 SUKI TISSUES ,2,7/8/2010 20:00,0.29,16549.0,United Kingdom
539610,90214D,"LETTER ""D"" BLING KEY RING",1,12/20/2010 14:33,1.25,14606.0,United Kingdom
507376,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,5/9/2010 11:29,1.65,13979.0,United Kingdom
517251,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,7/27/2010 15:14,1.49,13305.0,United Kingdom
532055,22727,ALARM CLOCK BAKELIKE RED ,2,11/10/2010 14:26,3.75,15529.0,United Kingdom
513095,48188,DOOR MAT WELCOME PUPPIES,2,6/21/2010 14:49,7.49,15122.0,United Kingdom
512780,22612,TEA COSY VINTAGE UNION JACK,2,6/17/2010 18:00,3.75,13668.0,United Kingdom
563076,23275,SET OF 3 HANGING OWLS OLLIE BEAK,192,8/11/2011 16:12,1.04,14646.0,Netherlands
547649,22084,PAPER CHAIN KIT EMPIRE,2,3/24/2011 12:02,2.95,18118.0,United Kingdom
524484,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,9/29/2010 11:48,3.95,14422.0,United Kingdom
555491,48188,DOORMAT WELCOME PUPPIES,10,6/3/2011 14:10,6.75,16525.0,United Kingdom
494674,20829,GLITTER HANGING BUTTERFLY STRING,1,1/17/2010 16:01,2.1,14606.0,United Kingdom
493666,21534,DAIRY MAID LARGE MILK JUG,2,1/5/2010 12:06,4.95,16017.0,United Kingdom
492441,21819,GLITTER CHRISTMAS STAR ,12,12/17/2009 10:57,0.85,14484.0,United Kingdom
572874,22112,CHOCOLATE HOT WATER BOTTLE,24,10/26/2011 13:28,4.25,13408.0,United Kingdom
553184,21314,SMALL GLASS HEART TRINKET POT,4,5/15/2011 12:33,2.1,13232.0,United Kingdom
517547,85099F,JUMBO BAG STRAWBERRY,30,7/29/2010 17:22,1.95,14235.0,United Kingdom
531437,21539,RED RETROSPOT BUTTER DISH,3,11/8/2010 12:20,4.95,13377.0,United Kingdom
516775,48187,DOORMAT NEW ENGLAND,30,7/22/2010 19:23,6.35,15061.0,United Kingdom
502238,21232,STRAWBERRY CERAMIC TRINKET BOX,12,3/23/2010 13:11,1.25,16296.0,United Kingdom
547862,21447,12 IVORY ROSE PEG PLACE SETTINGS,24,3/27/2011 12:54,1.25,12841.0,United Kingdom
546223,85194L,HANGING SPRING FLOWER EGG LARGE,12,3/10/2011 12:22,0.85,14854.0,United Kingdom
548952,22427,ENAMEL FLOWER JUG CREAM,3,4/5/2011 10:46,5.95,15572.0,United Kingdom
495379,85232D,SET/3 DECOUPAGE STACKING TINS,2,1/24/2010 13:46,4.95,17611.0,United Kingdom
535396,22837,HOT WATER BOTTLE BABUSHKA ,8,11/26/2010 10:43,4.65,12540.0,Spain
532150,22358,KINGS CHOICE TEA CADDY ,1,11/11/2010 12:06,2.95,16395.0,United Kingdom
571638,84692,BOX OF 24 COCKTAIL PARASOLS,25,10/18/2011 11:55,0.42,15327.0,United Kingdom
522089,21242,RED SPOTTY PLATE ,4,9/12/2010 12:41,1.69,16387.0,United Kingdom
529818,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,10/31/2010 11:22,9.95,14087.0,United Kingdom
542002,22355,CHARLOTTE BAG SUKI DESIGN,40,1/25/2011 10:57,0.72,14298.0,United Kingdom
517221,22574,HEART WOODEN CHRISTMAS DECORATION,12,7/27/2010 12:38,0.85,17465.0,United Kingdom
573328,46000S,POLYESTER FILLER PAD 40x40cm,12,10/30/2011 11:09,1.45,16601.0,United Kingdom
502060,21429,RED GINGHAM ROSE JEWELLERY BOX,8,3/22/2010 14:50,1.65,17696.0,United Kingdom
496690,22180,RETRO SPOT LAMP,2,2/3/2010 13:09,9.95,14399.0,United Kingdom
542863,20727,LUNCH BAG  BLACK SKULL.,10,2/1/2011 11:58,1.65,13494.0,United Kingdom
576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,15,11/14/2011 12:47,0.29,18117.0,United Kingdom
530424,22198,LARGE POPCORN HOLDER ,24,11/3/2010 9:51,1.65,14912.0,Italy
525299,22959,WRAP CHRISTMAS VILLAGE,25,10/5/2010 9:38,0.42,18188.0,United Kingdom
578258,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,30,11/23/2011 13:01,0.29,13263.0,United Kingdom
561626,22138,BAKING SET 9 PIECE RETROSPOT ,3,7/28/2011 14:03,4.95,14898.0,United Kingdom
515333,84569D,PACK 6 HEART/ICE-CREAM PATCHES,2,7/11/2010 14:07,1.25,14516.0,United Kingdom
509529,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,5,5/24/2010 11:47,2.95,14710.0,United Kingdom
575846,23531,WALL ART BIG LOVE ,2,11/11/2011 12:07,6.95,17364.0,United Kingdom
579472,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,11/29/2011 15:09,1.65,13521.0,United Kingdom
573906,23203,JUMBO BAG VINTAGE DOILY ,10,11/1/2011 15:12,2.08,16458.0,United Kingdom
578036,20979,36 PENCILS TUBE RED RETROSPOT,5,11/22/2011 14:04,1.25,16474.0,United Kingdom
538783,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,12/14/2010 11:38,0.85,14961.0,United Kingdom
577155,23084,RABBIT NIGHT LIGHT,6,11/18/2011 9:56,2.08,13050.0,United Kingdom
507388,22085,PAPER CHAIN KIT SKULLS ,2,5/9/2010 12:12,2.95,14474.0,United Kingdom
489529,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,12/1/2009 11:51,2.95,17984.0,United Kingdom
550806,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,4/20/2011 15:44,1.95,14334.0,United Kingdom
561885,21991,BOHEMIAN COLLAGE STATIONERY SET,2,7/31/2011 13:13,1.25,15532.0,United Kingdom
546580,84581,DOG TOY WITH PINK CROCHET SKIRT,8,3/15/2011 11:09,3.75,14911.0,EIRE
532087,22717,CARD DOG AND BALL ,12,11/10/2010 15:32,0.42,13735.0,United Kingdom
576826,23570,TRADITIONAL PICK UP STICKS GAME ,12,11/16/2011 14:28,1.25,12910.0,United Kingdom
500719,21533,RETRO SPOT LARGE MILK JUG,1,3/9/2010 15:16,4.95,16707.0,United Kingdom
506442,22485,SET OF 2 WOODEN MARKET CRATES,1,4/29/2010 16:45,12.75,16520.0,United Kingdom
537195,37446,MINI CAKE STAND WITH HANGING CAKES,32,12/5/2010 13:55,1.25,15311.0,United Kingdom
555540,84987,SET OF 36 TEATIME PAPER DOILIES,3,6/5/2011 12:48,1.45,13668.0,United Kingdom
555569,72799F,IVORY PILLAR CANDLE GOLD FLOCK,18,6/5/2011 15:29,2.95,12727.0,France
562602,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,8/8/2011 10:11,4.15,12865.0,Austria
533474,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,11/17/2010 12:49,0.85,12838.0,United Kingdom
553348,22652,TRAVEL SEWING KIT,10,5/16/2011 13:20,1.65,14911.0,EIRE
561037,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,7/24/2011 11:55,2.55,12472.0,Germany
546753,21329,DINOSAURS  WRITING SET ,2,3/16/2011 13:00,1.65,16383.0,United Kingdom
578926,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,11/27/2011 12:24,3.75,18156.0,United Kingdom
492773,21181,PLEASE ONE PERSON  METAL SIGN,12,12/18/2009 15:35,2.1,13327.0,United Kingdom
571909,90194,SILVER LARIAT BLACK STONE EARRINGS,3,10/19/2011 15:08,4.25,15006.0,United Kingdom
506055,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3,4/27/2010 11:50,2.1,16117.0,United Kingdom
537160,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,4,12/5/2010 13:18,1.25,14161.0,United Kingdom
502637,20749,ASSORTED COLOUR MINI CASES,2,3/25/2010 16:29,7.95,15768.0,United Kingdom
565421,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,9/4/2011 12:10,0.65,16744.0,United Kingdom
555159,22921,HERB MARKER CHIVES ,12,6/1/2011 9:06,0.65,15124.0,United Kingdom
524002,21314,SMALL GLASS HEART TRINKET POT,8,9/26/2010 16:03,2.1,13281.0,United Kingdom
504857,47556B,TEA TIME TEA TOWELS ,4,4/18/2010 11:24,2.95,17113.0,United Kingdom
580694,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,12/5/2011 16:00,0.39,16600.0,United Kingdom
546417,22630,DOLLY GIRL LUNCH BOX,10,3/13/2011 10:48,1.95,14800.0,United Kingdom
535391,22112,CHOCOLATE HOT WATER BOTTLE,6,11/26/2010 10:14,4.95,14156.0,EIRE
576070,22311,OFFICE MUG WARMER BLACK+SILVER ,2,11/13/2011 15:58,2.95,13451.0,United Kingdom
494682,21844,RETRO SPOT MUG,6,1/18/2010 11:04,2.95,14754.0,United Kingdom
566847,22068,BLACK PIRATE TREASURE CHEST,2,9/15/2011 11:57,1.65,15005.0,United Kingdom
513975,21949,SET OF 6 STRAWBERRY CHOPSTICKS,4,6/29/2010 16:43,1.25,13451.0,United Kingdom
525257,22560,TRADITIONAL MODELLING CLAY,24,10/4/2010 15:14,1.25,15819.0,United Kingdom
505877,22528,GARDENERS KNEELING PAD,12,4/26/2010 13:33,1.25,12921.0,United Kingdom
562779,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,8/9/2011 12:58,0.83,17841.0,United Kingdom
561072,22456,NATURAL SLATE CHALKBOARD LARGE ,3,7/24/2011 15:39,4.95,14019.0,United Kingdom
549543,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,4/10/2011 11:14,1.25,18118.0,United Kingdom
535274,21257,VICTORIAN SEWING BOX MEDIUM,2,11/25/2010 13:51,7.95,14415.0,United Kingdom
517275,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,7/28/2010 10:21,1.95,15228.0,United Kingdom
541292,21975,PACK OF 60 DINOSAUR CAKE CASES,24,1/17/2011 13:30,0.55,15596.0,United Kingdom
566345,22705,WRAP GREEN PEARS ,25,9/12/2011 12:27,0.42,17685.0,United Kingdom
495362,22201,FRYING PAN BLUE POLKADOT ,1,1/24/2010 12:12,4.25,15727.0,United Kingdom
501144,21974,SET OF 36 PAISLEY FLOWER DOILIES,4,3/14/2010 12:37,1.45,14161.0,United Kingdom
542303,22472,TV DINNER TRAY DOLLY GIRL,3,1/27/2011 11:05,4.95,12539.0,Spain
532672,21136,PAINTED METAL PEARS ASSORTED,8,11/14/2010 11:50,1.69,17495.0,United Kingdom
577167,22631,CIRCUS PARADE LUNCH BOX ,1,11/18/2011 10:41,1.95,16511.0,United Kingdom
512534,22563,HAPPY STENCIL CRAFT,2,6/16/2010 12:08,1.25,16393.0,United Kingdom
533990,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,11/19/2010 13:58,8.5,14209.0,United Kingdom
562339,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,8/4/2011 11:59,0.65,13571.0,United Kingdom
494787,22256,FELT FARM ANIMAL CHICKEN,4,1/18/2010 13:34,1.25,15164.0,United Kingdom
532076,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,11/10/2010 15:00,2.1,17338.0,United Kingdom
572127,51014C,"FEATHER PEN,COAL BLACK",24,10/21/2011 9:20,0.39,14911.0,EIRE
514714,84801A,PINK HYDRANGEA ART FLOWER,72,7/5/2010 15:42,0.65,14918.0,United Kingdom
508202,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/13/2010 14:18,1.65,17416.0,United Kingdom
522723,22382,LUNCH BAG SPACEBOY DESIGN ,1,9/16/2010 12:27,1.65,14701.0,United Kingdom
525228,22952,72 CAKE CASES VINTAGE CHRISTMAS,24,10/4/2010 13:35,0.55,16556.0,United Kingdom
533102,22260,FELT EGG COSY BLUE RABBIT ,3,11/16/2010 11:35,0.85,17897.0,United Kingdom
575848,23265,SET OF 3 WOODEN TREE DECORATIONS,1,11/11/2011 12:10,1.25,14178.0,United Kingdom
499664,21507,"ELEPHANT, BIRTHDAY CARD, ",12,3/1/2010 15:36,0.42,14257.0,United Kingdom
570494,23284,DOORMAT KEEP CALM AND COME IN,20,10/11/2011 8:30,7.08,14051.0,United Kingdom
556434,21658,GLASS  BEURRE DISH,6,6/10/2011 14:06,3.95,14895.0,United Kingdom
498261,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,2,2/17/2010 14:47,2.95,16938.0,United Kingdom
571028,22998,TRAVEL CARD WALLET KEEP CALM,3,10/13/2011 12:21,0.42,16770.0,United Kingdom
503569,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,4/1/2010 15:40,0.72,13074.0,United Kingdom
